book,bookLabel,authorLabel,publisherLabel,countryLabel,year,languageLabel,genreLabel
http://www.wikidata.org/entity/Q19622247,Larger than Life,Дино Буццати,Arnoldo Mondadori Editore,Италия,1960,итальянский язык,научная фантастика
http://www.wikidata.org/entity/Q6733429,Mahars of Pellucidar,John Eric Holmes,Ace Books,США,1976,английский язык,фэнтези
http://www.wikidata.org/entity/Q60459668,Личный космос,Филип Хосе Фармер,Ace Books,США,1968,американский вариант английского языка,научная фантастика
http://www.wikidata.org/entity/Q7775390,The Wizard of Venus,Эдгар Райс Берроуз,Ace Books,США,1970,английский язык,фэнтези
http://www.wikidata.org/entity/Q15228,Властелин колец,Джон Рональд Руэл Толкин,George Allen & Unwin,Великобритания,1954,английский язык,фэнтези
http://www.wikidata.org/entity/Q1773497,Гора Аналог,Рене Домаль,Галлимар,Франция,1952,французский язык,фэнтези
http://www.wikidata.org/entity/Q3224465,Повелитель Прошлого,R. A. Lafferty,Ace Books,США,1968,английский язык,фэнтези
http://www.wikidata.org/entity/Q7736989,The Golden Age of Science Fiction,Кингсли Эмис,Hutchinson,Великобритания,1981,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7820102,Tomoe Gozen,Джессика Аманда Сальмонсон,Ace Books,США,1981,английский язык,фэнтези
http://www.wikidata.org/entity/Q7739491,Корона героев,Robin McKinley,HarperCollins,США,1984,английский язык,фэнтези
http://www.wikidata.org/entity/Q332581,Возвращение короля,Джон Рональд Руэл Толкин,George Allen & Unwin,Великобритания,1955,английский язык,фэнтези
http://www.wikidata.org/entity/Q332388,Две крепости,Джон Рональд Руэл Толкин,George Allen & Unwin,Великобритания,1954,английский язык,фэнтези
http://www.wikidata.org/entity/Q7729024,Тёмный мир,Кэтрин Люсиль Мур,Ace Books,США,1965,английский язык,фэнтези
http://www.wikidata.org/entity/Q3525782,Воин Лемурии,Лин Картер,Ace Books,США,1966,английский язык,фэнтези
http://www.wikidata.org/entity/Q15033515,Alpha Centauri or Die!,Ли Брэкетт,Ace Books,США,1963,английский язык,научная фантастика
http://www.wikidata.org/entity/Q16387084,Лунное сердце,Чарльз де Линт,Ace Books,США,1984,английский язык,фэнтези
http://www.wikidata.org/entity/Q7760688,Загадка поющих камней,Чарльз де Линт,Ace Books,США,1984,английский язык,фэнтези
http://www.wikidata.org/entity/Q3589383,Мечи против смерти,Фриц Лейбер,Ace Books,США,1970,английский язык,фэнтези
http://www.wikidata.org/entity/Q16386028,High Sorcery,Андре Нортон,Ace Books,США,1970,английский язык,фэнтези
http://www.wikidata.org/entity/Q3589386,Мечи против колдовства,Фриц Лейбер,Ace Books,США,1968,английский язык,фэнтези
http://www.wikidata.org/entity/Q5685281,Хоксмур,Питер Акройд,Hamish Hamilton,Великобритания,1985,английский язык,фэнтези
http://www.wikidata.org/entity/Q4659839,A Stranger Came Ashore,Mollie Hunter,Hamish Hamilton,Великобритания,1975,,фэнтези
http://www.wikidata.org/entity/Q478250,Кузнец из Большого Вуттона,Джон Рональд Руэл Толкин,George Allen & Unwin,Великобритания,1967,английский язык,фэнтези
http://www.wikidata.org/entity/Q7741387,The Idylls of the Queen,Phyllis Ann Karr,Ace Books,США,1982,английский язык,фэнтези
http://www.wikidata.org/entity/Q2453300,Планета Роканнона,Урсула Крёбер Ле Гуин,Ace Books,США,1966,американский вариант английского языка,научная фантастика
http://www.wikidata.org/entity/Q7111646,Вне бездны времени,Эдгар Райс Берроуз,Ace Books,США,1963,английский язык,фэнтези
http://www.wikidata.org/entity/Q7748816,The Lotus Caves,Джон Кристофер,Hamish Hamilton,Великобритания,1969,английский язык,научная фантастика
http://www.wikidata.org/entity/Q15032739,Башни Торона,Сэмюэль Дилэни,Ace Books,США,1964,английский язык,фэнтези
http://www.wikidata.org/entity/Q2520381,Солнечная лотерея,Филип Дик,Ace Books,США,1955,американский вариант английского языка,научная фантастика
http://www.wikidata.org/entity/Q8036749,Миры Империума,Кит Лаумер,Ace Books,США,1962,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3207268,Шахматная партия Дерини,Кэтрин Куртц,Ace Books,США,1972,английский язык,фэнтези
http://www.wikidata.org/entity/Q6186063,Jessamy,Барбара Слэй,HarperCollins,США,1967,английский язык,фэнтези
http://www.wikidata.org/entity/Q5036954,Пленники огня,Сэмюэль Дилэни,Ace Books,США,1963,английский язык,фэнтези
http://www.wikidata.org/entity/Q1957402,Magic Moon,Вольфганг Хольбайн,Tokyopop,США,1982,немецкий язык,фэнтези
http://www.wikidata.org/entity/Q208461,1985,Энтони Бёрджесс,Hutchinson,Великобритания,1978,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3589382,Мечи и чёрная магия,Фриц Лейбер,Ace Books,США,1970,английский язык,фэнтези
http://www.wikidata.org/entity/Q4973287,Brokedown Palace,Стивен Браст,Ace Books,США,1985,английский язык,фэнтези
http://www.wikidata.org/entity/Q7764864,The Small Assassin,Рэй Брэдбери,Ace Books,США,1962,английский язык,фэнтези
http://www.wikidata.org/entity/Q15032947,Йенди,Стивен Браст,Ace Books,США,1984,английский язык,фэнтези
http://www.wikidata.org/entity/Q7743200,Драгоценности Эптора,Сэмюэль Дилэни,Ace Books,США,1962,английский язык,фэнтези
http://www.wikidata.org/entity/Q7729024,Тёмный мир,Генри Каттнер,Ace Books,США,1965,английский язык,фэнтези
http://www.wikidata.org/entity/Q340401,Книга утраченных сказаний,Джон Рональд Руэл Толкин,George Allen & Unwin,Великобритания,1983,британский вариант английского языка,фэнтези
http://www.wikidata.org/entity/Q15034311,Them Bones,Howard Waldrop,Ace Books,США,1984,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7718849,Меч королевы,Robin McKinley,HarperCollins,США,1982,английский язык,фэнтези
http://www.wikidata.org/entity/Q7753090,The Nargun and the Stars,Патрисия Райтсон,Hutchinson,Великобритания,1973,английский язык,фэнтези
http://www.wikidata.org/entity/Q7111646,Вне бездны времени,Эдгар Райс Берроуз,Ace Books,США,1963,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7756721,The Perilous Gard,Elizabeth Marie Pope,Houghton Mifflin Harcourt,США,1974,английский язык,фэнтези
http://www.wikidata.org/entity/Q7078921,Off Center,Деймон Найт,Ace Books,США,1965,английский язык,научная фантастика
http://www.wikidata.org/entity/Q2795742,Ледяной дракон,Джордж Р. Р. Мартин,Ace Books,США,1980,английский язык,фэнтези
http://www.wikidata.org/entity/Q15032739,Башни Торона,Сэмюэль Дилэни,Ace Books,США,1964,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7756640,Люди из забытого времени,Эдгар Райс Берроуз,Ace Books,США,1963,английский язык,фэнтези
http://www.wikidata.org/entity/Q598315,Змея сновидений,Вонда Макинтайр,Houghton Mifflin Harcourt,США,1978,английский язык,научная фантастика
http://www.wikidata.org/entity/Q24255693,The Other Side of Here,Мюррей Лейнстер,Ace Books,США,1955,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7736373,The Giant Under the Snow,Джон Гордон,Hutchinson,Великобритания,1968,английский язык,фэнтези
http://www.wikidata.org/entity/Q3231303,The World Wreckers,Мэрион Зиммер Брэдли,Ace Books,США,1971,английский язык,фэнтези
http://www.wikidata.org/entity/Q6191037,Джарег,Стивен Браст,Ace Books,США,1983,английский язык,фэнтези
http://www.wikidata.org/entity/Q3233135,Les Guérillères,Моник Виттиг,Минюи,Франция,1969,французский язык,научная фантастика
http://www.wikidata.org/entity/Q340401,Книга утраченных сказаний,Кристофер Толкин,George Allen & Unwin,Великобритания,1983,британский вариант английского языка,фэнтези
http://www.wikidata.org/entity/Q7744054,The Keeper of the Isis Light,Моника Хьюз,Hamish Hamilton,Великобритания,1980,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3589384,Мечи в тумане,Фриц Лейбер,Ace Books,США,1968,английский язык,фэнтези
http://www.wikidata.org/entity/Q7304614,Red Moon and Black Mountain,Joy Chant,George Allen & Unwin,Великобритания,1970,английский язык,фэнтези
http://www.wikidata.org/entity/Q3407200,The Planet Savers,Мэрион Зиммер Брэдли,Ace Books,США,1962,английский язык,фэнтези
http://www.wikidata.org/entity/Q7973422,Water Witch,Cynthia Felice,Ace Books,США,1982,английский язык,научная фантастика
http://www.wikidata.org/entity/Q16994852,In the Grip of Winter,Колин Данн,Hutchinson,Великобритания,1981,английский язык,фэнтези
http://www.wikidata.org/entity/Q15034064,The Isis Pedlar,Моника Хьюз,Hamish Hamilton,Великобритания,1982,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7776284,The Wreck of the Zephyr,Крис Ван Оллсбург,Houghton Mifflin Harcourt,США,1983,английский язык,фэнтези
http://www.wikidata.org/entity/Q331804,Приключения Тома Бомбадила,Джон Рональд Руэл Толкин,George Allen & Unwin,Великобритания,1962,английский язык,фэнтези
http://www.wikidata.org/entity/Q15033355,Дальний прыжок,Ли Брэкетт,Ace Books,США,1955,английский язык,научная фантастика
http://www.wikidata.org/entity/Q4769484,Annihilation Factor,Баррингтон Джон Бейли,Ace Books,США,1972,английский язык,научная фантастика
http://www.wikidata.org/entity/Q6679477,Лорд Кальван из другого когда,Г. Бим Пайпер,Ace Books,США,1965,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7767457,The Super Barbarians,Джон Браннер,Ace Books,США,1962,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3220787,Горячая линия Змееносца,Джон Варли,Ace Books,США,1977,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3231303,The World Wreckers,Мэрион Зиммер Брэдли,Ace Books,США,1971,английский язык,научная фантастика
http://www.wikidata.org/entity/Q5374208,Empire of Two Worlds,Баррингтон Джон Бейли,Ace Books,США,1972,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3589384,Мечи в тумане,Фриц Лейбер,Ace Books,США,1968,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7810884,To Conquer Chaos,Джон Браннер,Ace Books,США,1964,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7271533,Question and Answer,Пол Уильям Андерсон,Ace Books,США,1956,английский язык,научная фантастика
http://www.wikidata.org/entity/Q662029,Нейромант,Уильям Гибсон,Ace Books,США,1984,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7811062,Накануне судного дня,Кеннет Балмер,Ace Books,США,1967,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3407200,The Planet Savers,Мэрион Зиммер Брэдли,Ace Books,США,1962,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3227321,Волшебник Линна,Альфред ван Вогт,Ace Books,США,1962,английский язык,научная фантастика
http://www.wikidata.org/entity/Q5280265,Наследники,Фрэнк Герберт,Ace Books,США,1980,английский язык,научная фантастика
http://www.wikidata.org/entity/Q5035837,Капитолий,Орсон Скотт Кард,Ace Books,США,1979,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7443959,Мстители Каррига,Джон Браннер,Ace Books,США,1962,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3576862,Бесчисленные времена,Джон Браннер,Ace Books,США,1969,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3433284,Обряд перехода,Алексей Паншин,Ace Books,США,1968,английский язык,научная фантастика
http://www.wikidata.org/entity/Q2722309,Вавилон 17,Сэмюэль Дилэни,Ace Books,США,1966,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7730172,The Digging Leviathan,Джеймс Блейлок,Ace Books,США,1984,английский язык,научная фантастика
http://www.wikidata.org/entity/Q6945094,My Brother's Keeper,Чарльз Шеффилд,Ace Books,США,1982,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3232333,Дети будущего,Альфред ван Вогт,Ace Books,США,1970,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7772066,The Variable Man and Other Stories,Филип Дик,Ace Books,США,1957,американский вариант английского языка,научная фантастика
http://www.wikidata.org/entity/Q3202276,Колдовской мир,Андре Нортон,Ace Books,США,1963,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7767354,Саботажники Солнца,Деймон Найт,Ace Books,США,1961,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3207042,The Winds of Darkover,Мэрион Зиммер Брэдли,Ace Books,США,1970,английский язык,научная фантастика
http://www.wikidata.org/entity/Q6680204,Lords of the Starship,Mark S. Geston,Ace Books,США,1967,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7776185,The Worlds of Robert A. Heinlein,Роберт Хайнлайн,Ace Books,США,1966,английский язык,научная фантастика
http://www.wikidata.org/entity/Q1114487,Обман Инкорпорейтед,Филип Дик,Ace Books,США,1966,американский вариант английского языка,научная фантастика
http://www.wikidata.org/entity/Q7560707,Сын Дерева,Джек Вэнс,Ace Books,США,1951,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7749964,The Man Who Never Missed,Стив Перри,Ace Books,США,1985,английский язык,научная фантастика
http://www.wikidata.org/entity/Q1973586,Хозяева драконов,Джек Вэнс,Ace Books,США,1962,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3549740,Четвёрка на будущее,Роджер Желязны,Ace Books,США,1967,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3549740,Четвёрка на будущее,Роджер Желязны,Ace Books,США,1980,английский язык,научная фантастика
http://www.wikidata.org/entity/Q1845356,Глаза чужого мира,Джек Вэнс,Ace Books,США,1966,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7716837,The Best Ye Breed,Мак Рейнольдс,Ace Books,США,1978,английский язык,научная фантастика
http://www.wikidata.org/entity/Q6483876,"Страна, которой нет на карте",Кеннет Балмер,Ace Books,США,1965,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7760936,The Rithian Terror,Деймон Найт,Ace Books,США,1965,английский язык,научная фантастика
http://www.wikidata.org/entity/Q2453300,Планета Роканнона,Урсула Крёбер Ле Гуин,Ace Books,США,1966,английский язык,научная фантастика
http://www.wikidata.org/entity/Q5123996,Город тысячи солнц,Сэмюэль Дилэни,Ace Books,США,1965,английский язык,научная фантастика
http://www.wikidata.org/entity/Q2077422,Остров мёртвых,Роджер Желязны,Ace Books,США,1969,английский язык,научная фантастика
http://www.wikidata.org/entity/Q6012759,In the Pocket: And Other SF Stories,Barry N. Malzberg,Ace Books,США,1971,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3790781,Falcons of Narabedla,Мэрион Зиммер Брэдли,Ace Books,США,1964,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3880662,Green Eyes,Люциус Шепард,Ace Books,США,1984,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3234829,Врата мироздания,Филип Хосе Фармер,Ace Books,США,1966,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3234829,Врата мироздания,Филип Хосе Фармер,Ace Books,США,1970,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3222632,Создатель Вселенных,Филип Хосе Фармер,Ace Books,США,1965,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3222632,Создатель Вселенных,Филип Хосе Фармер,Ace Books,США,1969,английский язык,научная фантастика
http://www.wikidata.org/entity/Q948372,Город иллюзий,Урсула Крёбер Ле Гуин,Ace Books,США,1967,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7766288,The Star Virus,Баррингтон Джон Бейли,Ace Books,США,1970,английский язык,научная фантастика
http://www.wikidata.org/entity/Q5374131,Имперская звезда,Сэмюэль Дилэни,Ace Books,США,1966,английский язык,научная фантастика
http://www.wikidata.org/entity/Q1317915,"Доктор Смерть, или Как мы жили после бомбы",Филип Дик,Ace Books,США,1965,американский вариант английского языка,научная фантастика
http://www.wikidata.org/entity/Q5420302,Exiles to Glory,Джерри Пурнель,Ace Books,США,1978,английский язык,научная фантастика
http://www.wikidata.org/entity/Q766404,Порог между мирами,Филип Дик,Ace Books,США,1966,американский вариант английского языка,научная фантастика
http://www.wikidata.org/entity/Q1139149,Око небесное,Филип Дик,Ace Books,США,1957,американский вариант английского языка,научная фантастика
http://www.wikidata.org/entity/Q6684002,Lost Dorsai,Гордон Диксон,Ace Books,США,1980,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7715400,Баллада о Бете-2,Сэмюэль Дилэни,Ace Books,США,1965,английский язык,научная фантастика
http://www.wikidata.org/entity/Q1748976,Зелёный мозг,Фрэнк Герберт,Ace Books,США,1966,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3202109,The Year of the Quiet Sun,Уилсон Такер,Ace Books,США,1970,английский язык,научная фантастика
http://www.wikidata.org/entity/Q960842,Almuric,Роберт Ирвин Говард,Ace Books,США,1964,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7767766,Шпага Рианона,Ли Брэкетт,Ace Books,США,1953,английский язык,научная фантастика
http://www.wikidata.org/entity/Q6733429,Mahars of Pellucidar,John Eric Holmes,Ace Books,США,1976,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7554179,Софт,Руди Рюкер,Ace Books,США,1982,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3204648,The Jagged Orbit,Джон Браннер,Ace Books,США,1969,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3522940,Меч Алдонеса,Мэрион Зиммер Брэдли,Ace Books,США,1962,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3224465,Повелитель Прошлого,R. A. Lafferty,Ace Books,США,1968,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7718286,Чёрный коридор,Майкл Муркок,Ace Books,США,1969,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7729024,Тёмный мир,Кэтрин Люсиль Мур,Ace Books,США,1965,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7760688,Загадка поющих камней,Чарльз де Линт,Ace Books,США,1984,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3178499,Поиск будущего,Альфред ван Вогт,Ace Books,США,1970,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7758065,The Preserving Machine,Филип Дик,Ace Books,США,1969,американский вариант английского языка,научная фантастика
http://www.wikidata.org/entity/Q1747536,Город кешей,Джек Вэнс,Ace Books,США,1968,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7572545,Космический викинг,Г. Бим Пайпер,Ace Books,США,1963,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3793866,Доктор Будущее,Филип Дик,Ace Books,США,1960,американский вариант английского языка,научная фантастика
http://www.wikidata.org/entity/Q1090244,"Мир, который построил Джонс",Филип Дик,Ace Books,США,1956,американский вариант английского языка,научная фантастика
http://www.wikidata.org/entity/Q3234035,Хроники Вортинга,Орсон Скотт Кард,Ace Books,США,1983,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3819643,Вторжение с Ганимеда,Рэй Нельсон,Ace Books,США,1967,американский вариант английского языка,научная фантастика
http://www.wikidata.org/entity/Q5476126,Fourth Mansions,R. A. Lafferty,Ace Books,США,1969,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7600837,Мутанты,Дин Кунц,Ace Books,США,1968,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3228343,Слуги вонков,Джек Вэнс,Ace Books,США,1969,английский язык,научная фантастика
http://www.wikidata.org/entity/Q2034534,Мастер сновидений,Роджер Желязны,Ace Books,США,1966,американский вариант английского языка,научная фантастика
http://www.wikidata.org/entity/Q5036954,Пленники огня,Сэмюэль Дилэни,Ace Books,США,1963,английский язык,научная фантастика
http://www.wikidata.org/entity/Q4973287,Brokedown Palace,Стивен Браст,Ace Books,США,1985,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3931527,"Человек, который умел шутить",Филип Дик,Ace Books,США,1956,американский вариант английского языка,научная фантастика
http://www.wikidata.org/entity/Q7754424,The Notebooks of Lazarus Long,Роберт Хайнлайн,Ace Books,США,1978,английский язык,научная фантастика
http://www.wikidata.org/entity/Q929608,Кланы Альфанской луны,Филип Дик,Ace Books,США,1964,американский вариант английского языка,научная фантастика
http://www.wikidata.org/entity/Q7743200,Драгоценности Эптора,Сэмюэль Дилэни,Ace Books,США,1962,английский язык,научная фантастика
http://www.wikidata.org/entity/Q1059912,Симулякры,Филип Дик,Ace Books,США,1964,американский вариант английского языка,научная фантастика
http://www.wikidata.org/entity/Q6154663,Янычары,Джерри Пурнель,Ace Books,США,1979,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3233818,Icehenge,Ким Стенли Робинсон,Ace Books,США,1984,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7776050,Планета в подарок,Джон Браннер,Ace Books,США,1959,английский язык,научная фантастика
http://www.wikidata.org/entity/Q5420751,Расширенная Вселенная,Роберт Хайнлайн,Ace Books,США,1980,английский язык,научная фантастика
http://www.wikidata.org/entity/Q6785454,Мастера эволюции,Деймон Найт,Ace Books,США,1959,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7729024,Тёмный мир,Генри Каттнер,Ace Books,США,1965,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3222333,Дирдиры,Джек Вэнс,Ace Books,США,1969,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7750454,The Martian Sphinx,Джон Браннер,Ace Books,США,1965,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3209683,Большое время,Фриц Лейбер,Ace Books,США,1958,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7763152,The Secret of Sinharat,Ли Брэкетт,Ace Books,США,1964,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3819643,Вторжение с Ганимеда,Филип Дик,Ace Books,США,1967,американский вариант английского языка,научная фантастика
http://www.wikidata.org/entity/Q588035,Планета изгнания,Урсула Крёбер Ле Гуин,Ace Books,США,1966,английский язык,научная фантастика
http://www.wikidata.org/entity/Q5281504,Disclosures in Scarlet,Карл Якоби,Arkham House,США,1972,английский язык,фэнтези
http://www.wikidata.org/entity/Q7768802,The Third Grave,Дэвид Кейз,Arkham House,США,1981,английский язык,фэнтези
http://www.wikidata.org/entity/Q74179146,Q74179146,Georgina Viorica Rogoz,Editura Albatros,Румыния,1975,,научная фантастика
http://www.wikidata.org/entity/Q7721031,The Caller of the Black,Брайан Ламли,Arkham House,США,1971,английский язык,фэнтези
http://www.wikidata.org/entity/Q5146033,Collected Ghost Stories,Мэри Уилкинс,Arkham House,США,1974,английский язык,фэнтези
http://www.wikidata.org/entity/Q7033977,Nightmares and Daydreams,Nelson S. Bond,Arkham House,США,1968,английский язык,фэнтези
http://www.wikidata.org/entity/Q7679263,Tales from Underwood,Дэвид Генри Келлер,Arkham House,США,1952,английский язык,научная фантастика
http://www.wikidata.org/entity/Q5148152,Colonel Markesan and Less Pleasant People,Август Дерлет,Arkham House,США,1966,английский язык,фэнтези
http://www.wikidata.org/entity/Q7621394,Strange Gateways,Эдгар Хоффман Прайс,Arkham House,США,1967,английский язык,фэнтези
http://www.wikidata.org/entity/Q7742024,The Inhabitant of the Lake and Less Welcome Tenants,Рэмси Кэмпбелл,Arkham House,США,1964,английский язык,фэнтези
http://www.wikidata.org/entity/Q5148152,Colonel Markesan and Less Pleasant People,Mark Schorer,Arkham House,США,1966,английский язык,фэнтези
http://www.wikidata.org/entity/Q17114403,Nine Horrors and a Dream,Joseph Payne Brennan,Arkham House,США,1958,английский язык,фэнтези
http://www.wikidata.org/entity/Q8045636,Xélucha and Others,Мэтью Фипс Шил,Arkham House,США,1975,английский язык,фэнтези
http://www.wikidata.org/entity/Q7773670,Наблюдатели,Август Дерлет,Arkham House,США,1974,английский язык,научная фантастика
http://www.wikidata.org/entity/Q6671746,Lonesome Places,Август Дерлет,Arkham House,США,1962,английский язык,фэнтези
http://www.wikidata.org/entity/Q7997336,Who Made Stevie Crye?,Майкл Бишоп,Arkham House,США,1984,английский язык,фэнтези
http://www.wikidata.org/entity/Q5505405,From Evil's Pillow,Бэзил Коппер,Arkham House,США,1973,английский язык,фэнтези
http://www.wikidata.org/entity/Q5281504,Disclosures in Scarlet,Карл Якоби,Arkham House,США,1972,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7764073,The Shuttered Room and Other Pieces,Говард Филлипс Лавкрафт,Arkham House,США,1959,английский язык,фэнтези
http://www.wikidata.org/entity/Q7232362,Portraits in Moonlight,Карл Якоби,Arkham House,США,1964,английский язык,фэнтези
http://www.wikidata.org/entity/Q1989233,Джек из Тени,Роджер Желязны,Bloomsbury Publishing,Великобритания,1971,английский язык,фэнтези
http://www.wikidata.org/entity/Q7973124,Watchers at the Strait Gate,Расселл Керк,Arkham House,США,1984,английский язык,фэнтези
http://www.wikidata.org/entity/Q7731231,The Dunwich Horror and Others,Говард Филлипс Лавкрафт,Arkham House,США,1963,английский язык,фэнтези
http://www.wikidata.org/entity/Q7033977,Nightmares and Daydreams,Nelson S. Bond,Arkham House,США,1968,английский язык,научная фантастика
http://www.wikidata.org/entity/Q17109208,The Darkling,David Kesterton,Arkham House,США,1982,английский язык,фэнтези
http://www.wikidata.org/entity/Q7997232,Who Fears the Devil?,Мэнли Уэйд Веллман,Arkham House,США,1963,английский язык,фэнтези
http://www.wikidata.org/entity/Q7773670,Наблюдатели,Говард Филлипс Лавкрафт,Arkham House,США,1974,английский язык,фэнтези
http://www.wikidata.org/entity/Q1202156,Гибель дракона,Сакё Комацу,Коданся,Япония,1973,японский язык,научная фантастика
http://www.wikidata.org/entity/Q4753284,"And Afterward, the Dark",Бэзил Коппер,Arkham House,США,1977,английский язык,фэнтези
http://www.wikidata.org/entity/Q5664449,Harrigan's File,Август Дерлет,Arkham House,США,1975,английский язык,фэнтези
http://www.wikidata.org/entity/Q7734677,The Folsom Flint and Other Curious Tales,Дэвид Генри Келлер,Arkham House,США,1969,английский язык,фэнтези
http://www.wikidata.org/entity/Q1194339,Ребёнок Розмари,Айра Левин,Random House,США,1967,английский язык,фэнтези
http://www.wikidata.org/entity/Q7797861,Three Tales of Horror,Говард Филлипс Лавкрафт,Arkham House,США,1967,английский язык,фэнтези
http://www.wikidata.org/entity/Q7751516,Паразиты сознания,Колин Уилсон,Arkham House,США,1967,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7203783,Pleasant Dreams: Nightmares,Роберт Блох,Arkham House,США,1960,английский язык,фэнтези
http://www.wikidata.org/entity/Q7759081,The Quick and the Dead,Винсент Старретт,Arkham House,США,1965,английский язык,фэнтези
http://www.wikidata.org/entity/Q3706436,The Rim of the Unknown,Фрэнк Белнэп Лонг,Arkham House,США,1972,английский язык,фэнтези
http://www.wikidata.org/entity/Q6880319,Mister Tinker in Oz,Джеймс Хау,Random House,США,1985,английский язык,фэнтези
http://www.wikidata.org/entity/Q7679352,Tales of Science and Sorcery,Кларк Эштон Смит,Arkham House,США,1964,английский язык,фэнтези
http://www.wikidata.org/entity/Q7232362,Portraits in Moonlight,Карл Якоби,Arkham House,США,1964,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7769870,The Trail of Cthulhu,Август Дерлет,Arkham House,США,1962,английский язык,фэнтези
http://www.wikidata.org/entity/Q7731231,The Dunwich Horror and Others,Говард Филлипс Лавкрафт,Arkham House,США,1963,английский язык,научная фантастика
http://www.wikidata.org/entity/Q824307,Легенда,Дэвид Геммел,Random House,США,1984,английский язык,фэнтези
http://www.wikidata.org/entity/Q5318074,Dwellers in Darkness,Август Дерлет,Arkham House,США,1976,английский язык,фэнтези
http://www.wikidata.org/entity/Q7740320,The Horror in the Museum and Other Revisions,Говард Филлипс Лавкрафт,Arkham House,США,1970,английский язык,фэнтези
http://www.wikidata.org/entity/Q462560,Игроки с Титана,Филип Дик,Ace Books,США,1963,английский язык,научная фантастика
http://www.wikidata.org/entity/Q5306714,Dreams and Fancies,Говард Филлипс Лавкрафт,Arkham House,США,1962,английский язык,фэнтези
http://www.wikidata.org/entity/Q1195350,Волхв,Джон Роберт Фаулз,"Little, Brown and Company",США,1965,английский язык,фэнтези
http://www.wikidata.org/entity/Q388200,The Bloody Sun,Мэрион Зиммер Брэдли,Ace Books,США,1964,английский язык,научная фантастика
