book,bookLabel,author,authorLabel,genreLabel,pubDate,publisherLabel
http://www.wikidata.org/entity/Q6075969,Isaac Asimov Presents The Great SF Stories 6,http://www.wikidata.org/entity/Q5131996,Cleve Cartmill,научная фантастика,1981-01-01T00:00:00Z,DAW Books
http://www.wikidata.org/entity/Q6075969,Isaac Asimov Presents The Great SF Stories 6,http://www.wikidata.org/entity/Q313185,Фриц Лейбер,научная фантастика,1981-01-01T00:00:00Z,DAW Books
http://www.wikidata.org/entity/Q5985957,Ледовое снаряжение,http://www.wikidata.org/entity/Q575345,Алан Дин Фостер,научная фантастика,1974-03-01T00:00:00Z,Del Rey Books
http://www.wikidata.org/entity/Q7103925,Звезда сироты,http://www.wikidata.org/entity/Q575345,Алан Дин Фостер,научная фантастика,1977-01-01T00:00:00Z,Del Rey Books
http://www.wikidata.org/entity/Q6864449,Звёздный старатель,http://www.wikidata.org/entity/Q550449,Мюррей Лейнстер,научная фантастика,1967-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q6673346,Long Voyage Back,http://www.wikidata.org/entity/Q1855263,Люк Райнхарт,научная фантастика,1983-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q6907618,Moon of Mutiny,http://www.wikidata.org/entity/Q684748,Лестер дель Рей,научная фантастика,1961-01-01T00:00:00Z,Holt McDougal
http://www.wikidata.org/entity/Q6985286,Создатель туманности,http://www.wikidata.org/entity/Q337373,Уильям Олаф Стэплдон,научная фантастика,1976-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q5980640,The Years of the City,http://www.wikidata.org/entity/Q312641,Фредерик Пол,научная фантастика,1984-01-01T00:00:00Z,Timescape Books
http://www.wikidata.org/entity/Q7142482,Passage to Pluto,http://www.wikidata.org/entity/Q12020889,Хью Уолтерс,научная фантастика,1973-01-01T00:00:00Z,Faber and Faber
http://www.wikidata.org/entity/Q6075964,Isaac Asimov Presents The Great SF Stories 4,http://www.wikidata.org/entity/Q453329,Хол Клемент,научная фантастика,1980-01-01T00:00:00Z,DAW Books
http://www.wikidata.org/entity/Q7074477,Клятва верности,http://www.wikidata.org/entity/Q578031,Джерри Пурнель,научная фантастика,1981-08-01T00:00:00Z,
http://www.wikidata.org/entity/Q6906797,Памятник,http://www.wikidata.org/entity/Q949829,Ллойд Биггл-младший,научная фантастика,1974-01-01T00:00:00Z,Doubleday
http://www.wikidata.org/entity/Q6057957,С кометой,http://www.wikidata.org/entity/Q47087,Артур Чарльз Кларк,научная фантастика,1960-10-01T00:00:00Z,
http://www.wikidata.org/entity/Q6815282,Memoirs of a Spacewoman,http://www.wikidata.org/entity/Q461571,Наоми Митчисон,научная фантастика,1962-01-01T00:00:00Z,Victor Gollancz
http://www.wikidata.org/entity/Q7443959,Мстители Каррига,http://www.wikidata.org/entity/Q378807,Джон Браннер,научная фантастика,1962-01-01T00:00:00Z,Ace Books
http://www.wikidata.org/entity/Q6393265,Ker-Plop,http://www.wikidata.org/entity/Q7693654,Ted Reynolds,научная фантастика,1979-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q6075973,Isaac Asimov Presents The Great SF Stories 8,http://www.wikidata.org/entity/Q363227,Фредерик Браун,научная фантастика,1982-01-01T00:00:00Z,DAW Books
http://www.wikidata.org/entity/Q6725637,Macroscope,http://www.wikidata.org/entity/Q559409,Пирс Энтони,научная фантастика,1969-01-01T00:00:00Z,Avon Publications
http://www.wikidata.org/entity/Q6075969,Isaac Asimov Presents The Great SF Stories 6,http://www.wikidata.org/entity/Q298242,Ли Брэкетт,научная фантастика,1981-01-01T00:00:00Z,DAW Books
http://www.wikidata.org/entity/Q7111646,Вне бездны времени,http://www.wikidata.org/entity/Q148234,Эдгар Райс Берроуз,научная фантастика,1963-01-01T00:00:00Z,Ace Books
http://www.wikidata.org/entity/Q7078921,Off Center,http://www.wikidata.org/entity/Q534599,Деймон Найт,научная фантастика,1965-01-01T00:00:00Z,Ace Books
http://www.wikidata.org/entity/Q6835650,Michaelmas,http://www.wikidata.org/entity/Q547414,Альгис Будрис,научная фантастика,1977-07-01T00:00:00Z,
http://www.wikidata.org/entity/Q6383174,Keep the Giraffe Burning,http://www.wikidata.org/entity/Q1701769,John Sladek,научная фантастика,1977-01-01T00:00:00Z,Panther Books
http://www.wikidata.org/entity/Q5916312,"Houston, Houston, Do You Read?",http://www.wikidata.org/entity/Q234928,Джеймс Типтри-младший,научная фантастика,1976-05-01T00:00:00Z,
http://www.wikidata.org/entity/Q7433538,Science Fiction Inventions,http://www.wikidata.org/entity/Q534599,Деймон Найт,научная фантастика,1967-01-01T00:00:00Z,Lancer Books
http://www.wikidata.org/entity/Q7444722,Sector General,http://www.wikidata.org/entity/Q586756,Джеймс Уайт,научная фантастика,1983-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q6483876,"Страна, которой нет на карте",http://www.wikidata.org/entity/Q708029,Кеннет Балмер,научная фантастика,1965-01-01T00:00:00Z,Ace Books
http://www.wikidata.org/entity/Q6075964,Isaac Asimov Presents The Great SF Stories 4,http://www.wikidata.org/entity/Q246303,Энтони Бучер,научная фантастика,1980-01-01T00:00:00Z,DAW Books
http://www.wikidata.org/entity/Q6075973,Isaac Asimov Presents The Great SF Stories 8,http://www.wikidata.org/entity/Q47087,Артур Чарльз Кларк,научная фантастика,1982-01-01T00:00:00Z,DAW Books
http://www.wikidata.org/entity/Q6075969,Isaac Asimov Presents The Great SF Stories 6,http://www.wikidata.org/entity/Q294625,Клиффорд Дональд Саймак,научная фантастика,1981-01-01T00:00:00Z,DAW Books
http://www.wikidata.org/entity/Q7085830,Ole Doc Methuselah,http://www.wikidata.org/entity/Q216896,Лафайет Рональд Хаббард,научная фантастика,1970-07-01T00:00:00Z,
http://www.wikidata.org/entity/Q7003082,Нейтронная ловушка,http://www.wikidata.org/entity/Q47087,Артур Чарльз Кларк,научная фантастика,1970-05-01T00:00:00Z,
http://www.wikidata.org/entity/Q6927918,Моцарт в зеркальных очках,http://www.wikidata.org/entity/Q312995,Брюс Стерлинг,научная фантастика,1985-09-01T00:00:00Z,
http://www.wikidata.org/entity/Q6680204,Lords of the Starship,http://www.wikidata.org/entity/Q15491772,Mark S. Geston,научная фантастика,1967-01-01T00:00:00Z,Ace Books
http://www.wikidata.org/entity/Q6075973,Isaac Asimov Presents The Great SF Stories 8,http://www.wikidata.org/entity/Q298242,Ли Брэкетт,научная фантастика,1982-01-01T00:00:00Z,DAW Books
http://www.wikidata.org/entity/Q5899671,Hope for the Flowers,http://www.wikidata.org/entity/Q7842289,Trina Paulus,научная фантастика,1972-01-01T00:00:00Z,Paulist Fathers
http://www.wikidata.org/entity/Q7261592,Pursuit of the Screamer,http://www.wikidata.org/entity/Q2382526,Ansen Dibell,научная фантастика,1978-01-01T00:00:00Z,DAW Books
http://www.wikidata.org/entity/Q6948413,Myron,http://www.wikidata.org/entity/Q167821,Гор Видал,научная фантастика,1974-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q6532624,Let's Go to Golgotha,http://www.wikidata.org/entity/Q3098488,Гарри Килуэрт,научная фантастика,1975-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q7740320,The Horror in the Museum and Other Revisions,http://www.wikidata.org/entity/Q169566,Говард Филлипс Лавкрафт,научная фантастика,1970-01-01T00:00:00Z,Arkham House
http://www.wikidata.org/entity/Q7632038,Subspace Explorers,http://www.wikidata.org/entity/Q144090,Эдвард Элмер Смит,научная фантастика,1965-01-01T00:00:00Z,Canaveral Press
http://www.wikidata.org/entity/Q7194137,Pillar of Fire and Other Plays,http://www.wikidata.org/entity/Q40640,Рэй Брэдбери,научная фантастика,1975-01-01T00:00:00Z,Simon & Schuster
http://www.wikidata.org/entity/Q7600923,Звёздный хирург,http://www.wikidata.org/entity/Q586756,Джеймс Уайт,научная фантастика,1963-01-01T00:00:00Z,Ballantine Books
http://www.wikidata.org/entity/Q7338013,Река Вечности,http://www.wikidata.org/entity/Q296256,Филип Хосе Фармер,научная фантастика,1983-11-01T00:00:00Z,Phantasia Press
http://www.wikidata.org/entity/Q7739780,The History of Civilization,http://www.wikidata.org/entity/Q144090,Эдвард Элмер Смит,научная фантастика,1961-01-01T00:00:00Z,Fantasy Press
http://www.wikidata.org/entity/Q7719108,The Bone Flute,http://www.wikidata.org/entity/Q440744,Лиза Таттл,научная фантастика,1981-05-01T00:00:00Z,
http://www.wikidata.org/entity/Q7734692,Пища богов,http://www.wikidata.org/entity/Q47087,Артур Чарльз Кларк,научная фантастика,1964-05-01T00:00:00Z,
http://www.wikidata.org/entity/Q7578765,Spock Messiah,http://www.wikidata.org/entity/Q3523687,Теодор Когсуэлл,научная фантастика,1976-01-01T00:00:00Z,Bantam Books
http://www.wikidata.org/entity/Q7601563,Stardrift and Other Fantastic Flotsam,http://www.wikidata.org/entity/Q1336654,Emil Petaja,научная фантастика,1971-01-01T00:00:00Z,"Fantasy Publishing Company, Inc."
http://www.wikidata.org/entity/Q7607431,Sten Adventures Book 2: The Wolf Worlds,http://www.wikidata.org/entity/Q2602846,Аллан Коул,научная фантастика,1984-01-01T00:00:00Z,Del Rey Books
http://www.wikidata.org/entity/Q7578767,Spock Must Die!,http://www.wikidata.org/entity/Q248867,Джеймс Блиш,научная фантастика,1970-01-01T00:00:00Z,Bantam Books
http://www.wikidata.org/entity/Q7733196,The Fall of Colossus,http://www.wikidata.org/entity/Q5258405,Dennis Feltham Jones,научная фантастика,1974-01-01T00:00:00Z,G. P. Putnam's Sons
http://www.wikidata.org/entity/Q7354066,Rocheworld,http://www.wikidata.org/entity/Q2000229,Роберт Л. Форвард,научная фантастика,1984-04-01T00:00:00Z,Simon & Schuster
http://www.wikidata.org/entity/Q7586810,Рассказ святой Эми,http://www.wikidata.org/entity/Q217110,Орсон Скотт Кард,научная фантастика,1980-12-01T00:00:00Z,
http://www.wikidata.org/entity/Q7703308,Terrarium,http://www.wikidata.org/entity/Q7437194,Скотт Сандерс,научная фантастика,1985-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q7727556,The Cool War,http://www.wikidata.org/entity/Q312641,Фредерик Пол,научная фантастика,1981-04-01T00:00:00Z,Ballantine Books
http://www.wikidata.org/entity/Q7203315,Players at the Game of People,http://www.wikidata.org/entity/Q378807,Джон Браннер,научная фантастика,1980-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q7578767,Spock Must Die!,http://www.wikidata.org/entity/Q248867,Джеймс Блиш,научная фантастика,1970-02-01T00:00:00Z,Bantam Books
http://www.wikidata.org/entity/Q7607431,Sten Adventures Book 2: The Wolf Worlds,http://www.wikidata.org/entity/Q2602846,Аллан Коул,научная фантастика,1984-01-01T00:00:00Z,Orbit Books
http://www.wikidata.org/entity/Q7716875,The Best of Arthur C. Clarke,http://www.wikidata.org/entity/Q47087,Артур Чарльз Кларк,научная фантастика,1973-01-01T00:00:00Z,Sidgwick & Jackson
http://www.wikidata.org/entity/Q7714277,Шум Армагеддона,http://www.wikidata.org/entity/Q181677,Джордж Р. Р. Мартин,научная фантастика,1983-09-01T00:00:00Z,Simon & Schuster
http://www.wikidata.org/entity/Q7421912,Saraband of Lost Time,http://www.wikidata.org/entity/Q7326020,Ричард Грант,научная фантастика,1985-03-01T00:00:00Z,Avon Publications
http://www.wikidata.org/entity/Q7721873,Устройство с Центавра,http://www.wikidata.org/entity/Q963799,M. John Harrison,научная фантастика,1974-11-01T00:00:00Z,Doubleday
http://www.wikidata.org/entity/Q7607432,При дворе Вечного Императора,http://www.wikidata.org/entity/Q2602846,Аллан Коул,научная фантастика,1985-01-01T00:00:00Z,Del Rey Books
http://www.wikidata.org/entity/Q7714268,The Arm of the Starfish,http://www.wikidata.org/entity/Q257261,Мадлен Л’Энгл,научная фантастика,1965-01-01T00:00:00Z,"Farrar, Straus and Giroux"
http://www.wikidata.org/entity/Q7735572,The GM Effect,http://www.wikidata.org/entity/Q7934,Фрэнк Герберт,научная фантастика,1965-06-01T00:00:00Z,
http://www.wikidata.org/entity/Q7621640,Stranglers' Moon,http://www.wikidata.org/entity/Q3498557,Stephen Goldin,научная фантастика,1976-01-01T00:00:00Z,Panther Books
http://www.wikidata.org/entity/Q7632036,Subspace Encounter,http://www.wikidata.org/entity/Q144090,Эдвард Элмер Смит,научная фантастика,1983-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q7332458,Riddley Walker,http://www.wikidata.org/entity/Q1353673,Рассел Хобан,научная фантастика,1980-10-16T00:00:00Z,Jonathan Cape
http://www.wikidata.org/entity/Q7572545,Космический викинг,http://www.wikidata.org/entity/Q1364100,Г. Бим Пайпер,научная фантастика,1963-01-01T00:00:00Z,Ace Books
http://www.wikidata.org/entity/Q7607432,При дворе Вечного Императора,http://www.wikidata.org/entity/Q2602846,Аллан Коул,научная фантастика,1985-01-01T00:00:00Z,Orbit Books
http://www.wikidata.org/entity/Q7719228,The Book of Frank Herbert,http://www.wikidata.org/entity/Q7934,Фрэнк Герберт,научная фантастика,1973-01-01T00:00:00Z,DAW Books
http://www.wikidata.org/entity/Q7728345,Хрустальные сферы,http://www.wikidata.org/entity/Q315069,Дэвид Брин,научная фантастика,1984-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q7548155,Snow,http://www.wikidata.org/entity/Q736447,Джон Краули,научная фантастика,1985-11-01T00:00:00Z,
http://www.wikidata.org/entity/Q7712132,Ужасы Йондо,http://www.wikidata.org/entity/Q555298,Кларк Эштон Смит,научная фантастика,1960-01-01T00:00:00Z,Arkham House
http://www.wikidata.org/entity/Q7717845,The Big U,http://www.wikidata.org/entity/Q312853,Нил Стивенсон,научная фантастика,1984-01-01T00:00:00Z,Harper Perennial
http://www.wikidata.org/entity/Q7578765,Spock Messiah,http://www.wikidata.org/entity/Q3523687,Теодор Когсуэлл,научная фантастика,1976-09-01T00:00:00Z,Bantam Books
http://www.wikidata.org/entity/Q7729295,The Dead Lady of Clown Town,http://www.wikidata.org/entity/Q937000,Пол Смит,научная фантастика,1964-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q7739260,Небесные творцы,http://www.wikidata.org/entity/Q7934,Фрэнк Герберт,научная фантастика,1967-01-01T00:00:00Z,Avon Publications
http://www.wikidata.org/entity/Q7699346,Ten Thousand Light-Years from Home,http://www.wikidata.org/entity/Q234928,Джеймс Типтри-младший,научная фантастика,1973-07-01T00:00:00Z,
http://www.wikidata.org/entity/Q7719408,The Borderland of Sol,http://www.wikidata.org/entity/Q316610,Ларри Нивен,научная фантастика,1975-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q7617041,Still Forms on Foxfield,http://www.wikidata.org/entity/Q548156,Joan Slonczewski,научная фантастика,1980-04-01T00:00:00Z,
http://www.wikidata.org/entity/Q7734988,The Four-Hour Fugue,http://www.wikidata.org/entity/Q286116,Альфред Бестер,научная фантастика,1974-06-01T00:00:00Z,
http://www.wikidata.org/entity/Q7542071,Slow Sculpture,http://www.wikidata.org/entity/Q240253,Теодор Старджон,научная фантастика,1970-02-01T00:00:00Z,
http://www.wikidata.org/entity/Q7718286,Чёрный коридор,http://www.wikidata.org/entity/Q316138,Майкл Муркок,научная фантастика,1969-01-01T00:00:00Z,Ace Books
http://www.wikidata.org/entity/Q7455078,Район Змеи,http://www.wikidata.org/entity/Q234030,Кэролайн Черри,научная фантастика,1980-05-01T00:00:00Z,Nelson Doubleday
http://www.wikidata.org/entity/Q7578765,Spock Messiah,http://www.wikidata.org/entity/Q5074912,"Charles A. Spano, Jr.",научная фантастика,1976-01-01T00:00:00Z,Bantam Books
http://www.wikidata.org/entity/Q7600901,Star Songs of an Old Primate,http://www.wikidata.org/entity/Q234928,Джеймс Типтри-младший,научная фантастика,1978-01-01T00:00:00Z,Del Rey Books
http://www.wikidata.org/entity/Q7602353,Stars in My Pocket Like Grains of Sand,http://www.wikidata.org/entity/Q438164,Сэмюэль Дилэни,научная фантастика,1984-12-01T00:00:00Z,Bantam Books
http://www.wikidata.org/entity/Q7733198,Падение Хронополиса,http://www.wikidata.org/entity/Q790762,Баррингтон Джон Бейли,научная фантастика,1974-06-01T00:00:00Z,DAW Books
http://www.wikidata.org/entity/Q7316246,Restoree,http://www.wikidata.org/entity/Q233046,Энн Маккефри,научная фантастика,1967-09-01T00:00:00Z,Ballantine Books
http://www.wikidata.org/entity/Q7524265,Singularity,http://www.wikidata.org/entity/Q1515266,William Sleator,научная фантастика,1985-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q7676093,"Хвосттрубой, или Приключения молодого кота",http://www.wikidata.org/entity/Q368224,Тэд Уильямс,научная фантастика,1985-11-21T00:00:00Z,DAW Books
http://www.wikidata.org/entity/Q7572327,Космические демоны,http://www.wikidata.org/entity/Q263599,Джиллиан Рубинштейн,научная фантастика,1985-01-01T00:00:00Z,Scholastic Corporation
http://www.wikidata.org/entity/Q7729017,The Dark Triangle,http://www.wikidata.org/entity/Q12020889,Хью Уолтерс,научная фантастика,1979-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q7232362,Portraits in Moonlight,http://www.wikidata.org/entity/Q2503902,Карл Якоби,научная фантастика,1964-01-01T00:00:00Z,Arkham House
http://www.wikidata.org/entity/Q7601010,Звёздный путь: Кинофильм,http://www.wikidata.org/entity/Q191716,Джин Родденберри,научная фантастика,1979-01-01T00:00:00Z,Pocket Books
http://www.wikidata.org/entity/Q7451204,Приговорённый к Призме,http://www.wikidata.org/entity/Q575345,Алан Дин Фостер,научная фантастика,1985-01-01T00:00:00Z,Del Rey Books
http://www.wikidata.org/entity/Q7607430,Стэн,http://www.wikidata.org/entity/Q1077057,Кристофер Банч,научная фантастика,1982-01-01T00:00:00Z,Del Rey Books
http://www.wikidata.org/entity/Q7602425,Starship Traveller,http://www.wikidata.org/entity/Q727934,Стив Джексон,научная фантастика,1983-09-01T00:00:00Z,
http://www.wikidata.org/entity/Q7602425,Starship Traveller,http://www.wikidata.org/entity/Q727934,Стив Джексон,научная фантастика,1984-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q7719288,The Book of Philip K. Dick,http://www.wikidata.org/entity/Q171091,Филип Дик,научная фантастика,1973-01-01T00:00:00Z,DAW Books
http://www.wikidata.org/entity/Q7554179,Софт,http://www.wikidata.org/entity/Q92849,Руди Рюкер,научная фантастика,1982-01-01T00:00:00Z,Ace Books
http://www.wikidata.org/entity/Q7607430,Стэн,http://www.wikidata.org/entity/Q1077057,Кристофер Банч,научная фантастика,1982-01-01T00:00:00Z,Orbit Books
http://www.wikidata.org/entity/Q7577598,Шелкопряд,http://www.wikidata.org/entity/Q434029,Тимоти Зан,научная фантастика,1985-01-01T00:00:00Z,James Frenkel
http://www.wikidata.org/entity/Q7601009,Surprise!,http://www.wikidata.org/entity/Q254038,Нишель Николс,научная фантастика,1978-01-01T00:00:00Z,Bantam Books
http://www.wikidata.org/entity/Q7426374,Satori,http://www.wikidata.org/entity/Q5258930,Dennis Schmidt,научная фантастика,1981-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q7659294,Sword of Chaos,http://www.wikidata.org/entity/Q465179,Мэрион Зиммер Брэдли,научная фантастика,1982-04-01T00:00:00Z,DAW Books
http://www.wikidata.org/entity/Q7578765,Spock Messiah,http://www.wikidata.org/entity/Q5074912,"Charles A. Spano, Jr.",научная фантастика,1976-09-01T00:00:00Z,Bantam Books
http://www.wikidata.org/entity/Q7572729,Spaceship to Saturn,http://www.wikidata.org/entity/Q12020889,Хью Уолтерс,научная фантастика,1967-01-01T00:00:00Z,Faber and Faber
http://www.wikidata.org/entity/Q7703876,Terror by Satellite,http://www.wikidata.org/entity/Q12020889,Хью Уолтерс,научная фантастика,1964-01-01T00:00:00Z,Faber and Faber
http://www.wikidata.org/entity/Q7577598,Шелкопряд,http://www.wikidata.org/entity/Q434029,Тимоти Зан,научная фантастика,1985-01-01T00:00:00Z,Baen Books
http://www.wikidata.org/entity/Q7600896,Звездные похождения галактических рейнджеров,http://www.wikidata.org/entity/Q489193,Гарри Гаррисон,научная фантастика,1973-01-01T00:00:00Z,G. P. Putnam's Sons
http://www.wikidata.org/entity/Q7729791,The Descent of Anansi,http://www.wikidata.org/entity/Q2594458,Стивен Барнс,научная фантастика,1982-09-01T00:00:00Z,
http://www.wikidata.org/entity/Q7733929,The Final Reflection,http://www.wikidata.org/entity/Q328949,"Форд, Джон Майлоу",научная фантастика,1984-05-01T00:00:00Z,Pocket Books
http://www.wikidata.org/entity/Q7734793,The Forest of Peldain,http://www.wikidata.org/entity/Q790762,Баррингтон Джон Бейли,научная фантастика,1985-08-01T00:00:00Z,DAW Books
http://www.wikidata.org/entity/Q7532748,Six Gates from Limbo,http://www.wikidata.org/entity/Q349508,J. T. McIntosh,научная фантастика,1968-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q7718528,The Bladerunner,http://www.wikidata.org/entity/Q440612,Алан Эдвард Нурс,научная фантастика,1974-01-01T00:00:00Z,David McKay Publications
http://www.wikidata.org/entity/Q7729024,Тёмный мир,http://www.wikidata.org/entity/Q551710,Генри Каттнер,научная фантастика,1965-01-01T00:00:00Z,Ace Books
http://www.wikidata.org/entity/Q7728360,The Cube Root of Uncertainty,http://www.wikidata.org/entity/Q314553,Роберт Силверберг,научная фантастика,1970-01-01T00:00:00Z,Macmillan Publishers
http://www.wikidata.org/entity/Q7600837,Мутанты,http://www.wikidata.org/entity/Q272076,Дин Кунц,научная фантастика,1968-01-01T00:00:00Z,Ace Books
http://www.wikidata.org/entity/Q7601010,Звёздный путь: Кинофильм,http://www.wikidata.org/entity/Q191716,Джин Родденберри,научная фантастика,1979-12-01T00:00:00Z,Pocket Books
http://www.wikidata.org/entity/Q7732803,The Exit Door Leads In,http://www.wikidata.org/entity/Q171091,Филип Дик,научная фантастика,1979-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q7332642,Riders of the Purple Wage,http://www.wikidata.org/entity/Q296256,Филип Хосе Фармер,научная фантастика,1967-10-01T00:00:00Z,Doubleday
http://www.wikidata.org/entity/Q7717082,The Best of John Wyndham,http://www.wikidata.org/entity/Q313673,Джон Уиндем,научная фантастика,1973-01-01T00:00:00Z,Sphere Books
http://www.wikidata.org/entity/Q7577598,Шелкопряд,http://www.wikidata.org/entity/Q434029,Тимоти Зан,научная фантастика,1985-11-01T00:00:00Z,James Frenkel
http://www.wikidata.org/entity/Q7607430,Стэн,http://www.wikidata.org/entity/Q2602846,Аллан Коул,научная фантастика,1982-01-01T00:00:00Z,Del Rey Books
http://www.wikidata.org/entity/Q7339610,Дорожные знаки,http://www.wikidata.org/entity/Q295406,Роджер Желязны,научная фантастика,1979-10-01T00:00:00Z,Del Rey Books
http://www.wikidata.org/entity/Q7637705,Лето на Икаре,http://www.wikidata.org/entity/Q47087,Артур Чарльз Кларк,научная фантастика,1960-06-01T00:00:00Z,
http://www.wikidata.org/entity/Q7201195,Planet of Death,http://www.wikidata.org/entity/Q314553,Роберт Силверберг,научная фантастика,1967-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q7621583,Strangers,http://www.wikidata.org/entity/Q720562,Гарднер Дозуа,научная фантастика,1978-01-01T00:00:00Z,Berkley Books
http://www.wikidata.org/entity/Q7607430,Стэн,http://www.wikidata.org/entity/Q2602846,Аллан Коул,научная фантастика,1982-01-01T00:00:00Z,Orbit Books
http://www.wikidata.org/entity/Q7730172,The Digging Leviathan,http://www.wikidata.org/entity/Q979465,Джеймс Блейлок,научная фантастика,1984-08-01T00:00:00Z,Ace Books
http://www.wikidata.org/entity/Q7314127,Report on Probability A,http://www.wikidata.org/entity/Q238702,Брайан Олдис,научная фантастика,1967-01-01T00:00:00Z,New Worlds
http://www.wikidata.org/entity/Q7727311,The Condition of Muzak,http://www.wikidata.org/entity/Q316138,Майкл Муркок,научная фантастика,1977-01-01T00:00:00Z,Allison & Busby
http://www.wikidata.org/entity/Q7577598,Шелкопряд,http://www.wikidata.org/entity/Q434029,Тимоти Зан,научная фантастика,1985-11-01T00:00:00Z,Baen Books
http://www.wikidata.org/entity/Q7717092,The Best of L. Sprague de Camp,http://www.wikidata.org/entity/Q316313,Лайон Спрэг де Камп,научная фантастика,1978-01-01T00:00:00Z,Doubleday
http://www.wikidata.org/entity/Q7575378,Speech Sounds,http://www.wikidata.org/entity/Q239739,Октавия Батлер,научная фантастика,1983-12-15T00:00:00Z,
http://www.wikidata.org/entity/Q7739939,Дырявый,http://www.wikidata.org/entity/Q316610,Ларри Нивен,научная фантастика,1974-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q7713882,Аноме,http://www.wikidata.org/entity/Q312632,Джек Вэнс,научная фантастика,1973-01-01T00:00:00Z,Dell Publishing
http://www.wikidata.org/entity/Q7460626,Shadow and Claw,http://www.wikidata.org/entity/Q361149,Джин Вулф,научная фантастика,1983-01-01T00:00:00Z,Sidgwick & Jackson
http://www.wikidata.org/entity/Q7310271,Reincarnation in Venice,http://www.wikidata.org/entity/Q16010344,Макс Эрлих,научная фантастика,1979-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q7719230,The Book of Fritz Leiber,http://www.wikidata.org/entity/Q313185,Фриц Лейбер,научная фантастика,1974-01-01T00:00:00Z,DAW Books
http://www.wikidata.org/entity/Q7572246,Space Angel,http://www.wikidata.org/entity/Q320664,John Maddox Roberts,научная фантастика,1979-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q7542734,Small Changes,http://www.wikidata.org/entity/Q453329,Хол Клемент,научная фантастика,1969-01-01T00:00:00Z,Doubleday
http://www.wikidata.org/entity/Q7728249,The Crucible of Time,http://www.wikidata.org/entity/Q378807,Джон Браннер,научная фантастика,1983-09-01T00:00:00Z,
http://www.wikidata.org/entity/Q7353462,"Robots, Androids, and Mechanical Oddities",http://www.wikidata.org/entity/Q171091,Филип Дик,научная фантастика,1984-01-01T00:00:00Z,Издательство Южного Иллинойского университета
http://www.wikidata.org/entity/Q7729202,The Day of Forever,http://www.wikidata.org/entity/Q140201,Джеймс Баллард,научная фантастика,1967-01-01T00:00:00Z,Panther Books
http://www.wikidata.org/entity/Q7679352,Tales of Science and Sorcery,http://www.wikidata.org/entity/Q555298,Кларк Эштон Смит,научная фантастика,1964-01-01T00:00:00Z,Arkham House
http://www.wikidata.org/entity/Q7729289,The Dead Father,http://www.wikidata.org/entity/Q353869,Дональд Бартельм,научная фантастика,1975-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q7600780,Звёздный свет (книга),http://www.wikidata.org/entity/Q453329,Хол Клемент,научная фантастика,1970-09-01T00:00:00Z,Ballantine Books
http://www.wikidata.org/entity/Q7647264,Survivor,http://www.wikidata.org/entity/Q239739,Октавия Батлер,научная фантастика,1978-01-01T00:00:00Z,Doubleday
http://www.wikidata.org/entity/Q7735326,На краю пустыни,http://www.wikidata.org/entity/Q217110,Орсон Скотт Кард,научная фантастика,1985-10-01T00:00:00Z,
http://www.wikidata.org/entity/Q7729585,Посланцы не сдаются,http://www.wikidata.org/entity/Q235899,Андре Нортон,научная фантастика,1962-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q7729024,Тёмный мир,http://www.wikidata.org/entity/Q242530,Кэтрин Люсиль Мур,научная фантастика,1965-01-01T00:00:00Z,Ace Books
http://www.wikidata.org/entity/Q7727765,The Counterfeit Man,http://www.wikidata.org/entity/Q440612,Алан Эдвард Нурс,научная фантастика,1963-01-01T00:00:00Z,Scholastic Corporation
http://www.wikidata.org/entity/Q7717237,The Best of Stanley G. Weinbaum,http://www.wikidata.org/entity/Q944409,Стенли Вейнбаум,научная фантастика,1974-01-01T00:00:00Z,Ballantine Books
http://www.wikidata.org/entity/Q7729791,The Descent of Anansi,http://www.wikidata.org/entity/Q316610,Ларри Нивен,научная фантастика,1982-09-01T00:00:00Z,
